tweet_id,thread_id,author_id,created_at,text,context_json,historical_reply,sampling_stratum,suggested_intent,suggested_intent_reason,suggested_escalate,suggested_escalation_reason,suggested_escalation_explanation,suggested_reply_should_include,suggested_reply_must_not_claim,suggested_by_model,intent,escalate,escalation_reason,reply_should_include,reply_must_not_claim,annotator_notes,annotation_method,human_verified,primary_intent,primary_escalate,primary_escalation_reason
688062,688063,284356,Thu Nov 23 09:46:42 +0000 2017,@115888 For some reason I can't stream on Extreme quality on mobile data,"[{""tweet_id"": ""688063"", ""author_id"": ""115888"", ""inbound"": true, ""text"": ""Premium gives you unlimited skips. Get 3 months now for just RM2. https://t.co/nnWRooqnWB""}]","@284356 Hi there! That doesn't sound good. Are you getting any errors when streaming on Extreme quality while using your mobile data? If so, send us a screenshot so we can take a closer look /QI",representative,,,,,,,,,playback_connectivity,false,none,,,,independent_human,true,playback_connectivity,false,none
594068,594068,260710,Sun Dec 03 13:22:44 +0000 2017,"@116130 im trying to activate my student discount on @260711 but every time I do it asked me to enter my card details... but I already have a Spotify account, is this correct?",[],@260710 Hey Holley! Could you send us your account's username or email address? We'll take a look and see what we can suggest 🔍 /DB https://t.co/ldFdZRiNAt,representative,,,,,,,,,plan_management_eligibility,false,none,,,,independent_human,true,plan_management_eligibility,false,none
1461612,1461612,459222,Sat Nov 25 06:50:52 +0000 2017,@115888 why spotify can't pay with top up ?,[],"@459222 Hi! The 4990 MYR offer can only be purchased using payments that support automatic billing such as debit/credit cards and PayPal. If you'd like to pay through your mobile service provider, you could get the 3 months for 49990 MYR deal at https://t.co/08kG2GBNp5 /NY",challenge_short,,,,,,,,,payments_refunds,true,billing_or_refund,,,,independent_human,true,payments_refunds,false,none
142990,142990,148282,Fri Nov 24 08:53:58 +0000 2017,6 ads in a row... seriously? @115888,[],"@148282 Hi there! We appreciate your feedback on this. For now, check out https://t.co/zgnxs5kPEu if you haven't had a subscription before. Feel free to tweet us if there's anything else /GK",challenge_short,,,,,,,,,app_device_features,false,none,,,,independent_human,true,feedback_other,false,none
2819564,2819565,785893,Mon Nov 27 08:05:22 +0000 2017,"@SpotifyCares Thank you, well problem still not resolved for now..","[{""tweet_id"": ""2819565"", ""author_id"": ""785893"", ""inbound"": true, ""text"": ""@SpotifyCares Please check the dm I sent to you .""}, {""tweet_id"": ""2819563"", ""author_id"": ""SpotifyCares"", ""inbound"": false, ""text"": ""@785893 Sorry for the delay! We've just replied to your DM. Check your inbox /RH""}]",@785893 No worries. We'd still be happy to help. Let's carry on chatting via DM /DV,representative,,,,,,,,,feedback_other,true,low_evidence,,,,independent_human,true,feedback_other,true,ambiguous_or_multi_intent
2985574,2985574,823245,Thu Nov 30 06:51:31 +0000 2017,"@SpotifyCares I cannot find the email address linked to my premium account and nor do I have the password, is there anything you could do?",[],"@823245 Hey Ilia, help's arrived! Can you DM us any usernames or email addresses you might've used to create your account? We'll take a look behind the scenes /LS https://t.co/ldFdZRiNAt",challenge_sensitive,,,,,,,,,account_access_security,true,account_or_security_action,,,,independent_human,true,account_access_security,true,account_or_security_action
784811,784811,307278,Thu Nov 30 21:58:30 +0000 2017,"@SpotifyCares hey, is it possible to select multiple songs at once?",[],"@307278 Hey there! Could you let us know your device's make/model, operating system, and Spotify version? We'll see what we can suggest /GU",challenge_rare,,,,,,,,,app_device_features,false,none,,,,independent_human,true,app_device_features,false,none
2934749,2934747,769256,Wed Nov 29 10:42:37 +0000 2017,@SpotifyCares Thanks 🙏,"[{""tweet_id"": ""2934747"", ""author_id"": ""769256"", ""inbound"": true, ""text"": ""@147836 hi Sir when is Spotify going to open in India? India is a music nation with over a billion who love music..""}, {""tweet_id"": ""2934745"", ""author_id"": ""SpotifyCares"", ""inbound"": false, ""text"": ""@769256 @147836 Hey Sumit! We're launching regularly in countries around the world. Sign up here to be first to hear: https://t.co/XDwWzj7cLP 🙂 /L""}, {""tweet_id"": ""2934746"", ""author_id"": ""769256"", ""inbound"": true, ""text"": ""@SpotifyCares @147836 India has over a billion music lovers n it’s a mystery why a company as great as @115888 hasn’t started biz in India? 😐😐""}, {""tweet_id"": ""2934748"", ""author_id"": ""SpotifyCares"", ""inbound"": false, ""text"": ""@769256 We don't have any info to share right now, but make sure to sign up and stay tuned! /L""}]",,representative,,,,,,,,,feedback_other,false,none,,,,independent_human,true,feedback_other,false,none
2954677,2954678,815710,Wed Nov 29 20:49:56 +0000 2017,@SpotifyCares That’s great. Thanks for letting me know.,"[{""tweet_id"": ""2954678"", ""author_id"": ""815710"", ""inbound"": true, ""text"": ""@SpotifyCares My current phone contract includes Spotify premium &amp; is due to finish next month so I’m looking for a better mobile deal.\n\nOnce it’s cancelled, can I re-enable my Spotify subscription directly w/ you and, if so, will my playlists remain intact? Thanks.""}, {""tweet_id"": ""2954676"", ""author_id"": ""SpotifyCares"", ""inbound"": false, ""text"": ""@815710 Hey there, not to worry! You can absolutely subscribe directly through Spotify, just head here to get started: https://t.co/WB5TSxRfDe. Your playlists will remain intact for you as well. Hope this helps /JX""}]",@815710 You're welcome! Let us know if you need anything else 🙂 /VK,challenge_followup,,,,,,,,,plan_management_eligibility,false,none,,,,independent_human,true,feedback_other,false,none
2818879,2818879,415100,Mon Nov 27 03:08:13 +0000 2017,@SpotifyCares is there a way to change my username on Spotify?? I can't find it in my user settings,[],@415100 Hey there! We're afraid it's not currently possible to change your username. Can you DM us your account's email address? We'll take a look backstage /JS https://t.co/ldFdZRiNAt,representative,,,,,,,,,app_device_features,false,none,,,,independent_human,true,account_access_security,false,none
492378,492380,232357,Fri Dec 01 15:53:37 +0000 2017,@131098 Ben benieuwd :-),"[{""tweet_id"": ""492380"", ""author_id"": ""232357"", ""inbound"": true, ""text"": ""@131098 Vraagje. Kan ik een playlist van mijn account overzetten naar een ander account? Zodat deze zonder mijn account gebruikt kan worden, ook al wordt mijn account ooit verwijderd. Thank you!""}]","@232357 Hey Dennis! We can help out in English via Twitter, but we also have Dutch support via email at https://t.co/ZgU70TbP8M. Let us know how you'd like to proceed /AU",representative,,,,,,,,,app_device_features,false,none,,,,independent_human,true,plan_management_eligibility,true,unsupported_language
582201,582201,257236,Sun Dec 03 01:32:07 +0000 2017,@SpotifyCares answer em dm's,[],@257236 We've just sent a DM your way. Let's carry on chatting there /DR,representative,,,,,,,,,feedback_other,false,none,,,,independent_human,true,feedback_other,false,none
123462,123462,143582,Fri Nov 24 00:03:56 +0000 2017,"I was trying to get premium and i couldnt get through. Tried it a couple of time though. Why @SpotifyCares ? 😭

Pls help 😥 https://t.co/U1jx6RrFDu",[],@143582 Hey there! We'll help out. Can you DM us your account's email address? We'll take a look under the hood /AN https://t.co/ldFdZRiNAt,challenge_rare,,,,,,,,,plan_management_eligibility,true,billing_or_refund,,,,independent_human,true,payments_refunds,true,billing_or_refund
118883,118884,142359,Thu Nov 23 22:47:15 +0000 2017,@SpotifyCares Just dm'd you,"[{""tweet_id"": ""118884"", ""author_id"": ""142359"", ""inbound"": true, ""text"": ""@115888 I was listening to Spotify today, tried now and it's logged me out and won't let me sign back in. Tried to reset password but doesn't recognise my username/email. What's going on???""}, {""tweet_id"": ""118882"", ""author_id"": ""SpotifyCares"", ""inbound"": false, ""text"": ""@142359 Hey, help's here! Can you DM us your account's username or email address? We'll take a look under the hood /JM https://t.co/ldFdZRiNAt""}]",@142359 We've just sent you a reply via DM. We'll carry on helping out there /JM,challenge_followup,,,,,,,,,account_access_security,false,none,,,,independent_human,true,account_access_security,false,none
2912437,2912437,806220,Tue Nov 28 20:27:27 +0000 2017,@SpotifyCares why isn’t anything besides my predone playlist working? I can’t use the radio or search or home page or discover   I pay 15 bucks a month I expect to be able to use what I pay for,[],"@806220 Hi there, thanks for bearing with us. Spotify should be working perfectly again. Let us know if not /LP",representative,,,,,,,,,app_device_features,true,low_evidence,,,,independent_human,true,playback_connectivity,false,none
1666483,1666483,507668,Sun Nov 26 02:22:30 +0000 2017,@SpotifyCares you charged me 9.99 for spotify when i am supposed to have the 4.99 student + hulu account wtf ? ? ?,[],@507668 Hey! Help's here. Can you DM us your account's email address? We'll take a look backstage /RA https://t.co/ldFdZRiNAt,challenge_sensitive,,,,,,,,,payments_refunds,true,billing_or_refund,,,,independent_human,true,payments_refunds,true,billing_or_refund
667911,667911,279221,Thu Nov 23 01:55:20 +0000 2017,@SpotifyCares hey is tax included to the $14.99 for the family plan?,[],@279221 Hey! We've sent you a DM. We'll carry on chatting there /LO,representative,,,,,,,,,plan_management_eligibility,false,none,,,,independent_human,true,payments_refunds,false,none
662939,662939,277947,Thu Nov 23 01:00:40 +0000 2017,@115888 explain???? 😂 https://t.co/cVrqvpEwdA,[],@277947 Hi Ganelle. Try listening to this playlist: https://t.co/4cQt9Vn0ec to find out 😉 /JU,representative,,,,,,,,,feedback_other,true,ambiguous_or_multi_intent,,,,independent_human,true,feedback_other,true,ambiguous_or_multi_intent
633976,633976,270287,Wed Nov 22 14:20:14 +0000 2017,@115888 will you please dm I need help with account,[],@270287 Hey! What's happening exactly? Can you DM us your account's email address? We'll take a look backstage /SJ https://t.co/ldFdZRiNAt,representative,,,,,,,,,account_access_security,true,account_or_security_action,,,,independent_human,true,account_access_security,true,account_or_security_action
570523,570523,253956,Sat Dec 02 21:30:56 +0000 2017,"@115888 Hey, I’m curious if you have any plans to implement touch swipe features to go back etc. on the macOS desktop app? would 💚 it",[],@253956 Hey there! You can help make a similar idea happen by adding your vote at https://t.co/IjCHrDYdEw. Let us know if there's anything else /AP,challenge_rare,,,,,,,,,app_device_features,false,none,,,,independent_human,true,app_device_features,false,none
89548,89549,135369,Thu Nov 30 15:16:29 +0000 2017,@SpotifyCares I got chat and got it taken care of easily. Thanks for the support.,"[{""tweet_id"": ""89549"", ""author_id"": ""135369"", ""inbound"": true, ""text"": ""@spotifycares I think my account got hacked. But I can't contact you. Advise.""}, {""tweet_id"": ""89547"", ""author_id"": ""SpotifyCares"", ""inbound"": false, ""text"": ""@135369 Hey there! That doesn't sound good. Can you DM us your account's email address or username? We'll take a look backstage /PB https://t.co/ldFdZRiNAt""}]",@135369 Awesome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /PB,representative,,,,,,,,,app_device_features,false,none,,,,independent_human,true,feedback_other,false,none
506029,506029,236083,Fri Dec 01 19:10:19 +0000 2017,when can i stream pitbulls greatest hits album ? @115888,[],"@236083 Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/1dgftcFtzc /VK",representative,,,,,,,,,content_availability_metadata,false,none,,,,independent_human,true,content_availability_metadata,false,none
677748,677748,281687,Thu Nov 23 05:09:21 +0000 2017,@115888 hello when will @118062 's new album be put on Spotify? I'm poor,[],@281687 Hey Olivia! We've just replied to your DM. Let's continue chatting there /JL,challenge_rare,,,,,,,,,content_availability_metadata,false,none,,,,independent_human,true,content_availability_metadata,false,none
597352,597352,261633,Sun Dec 03 10:45:17 +0000 2017,@115888 how do I sign up for the annual £99 offer that flashed up on my phone yesterday?,[],"@261633 Hi there! You can check out our Spotify Yearly discount - 12 months for the price of 10 at https://t.co/LHTUu8url7. Any questions, just give us a shout /NJ",representative,,,,,,,,,plan_management_eligibility,false,none,,,,independent_human,true,plan_management_eligibility,false,none
502650,502650,235092,Fri Dec 01 18:19:02 +0000 2017,"@SpotifyCares I just signed up for the $99 year subscription, but this year's December individual payment has already been deducted from my bank account.  Will I get a refund for this month?",[],,challenge_sensitive,,,,,,,,,payments_refunds,true,billing_or_refund,,,,independent_human,true,payments_refunds,true,billing_or_refund
2920672,2920672,808337,Tue Nov 28 21:36:52 +0000 2017,"@117153 Spotify is down in Brazil. There's no error message, but i don't be able to play any music",[],@808337 Hey Pedro! Everything should be running smoothly now. Let us know if this is still happening /CE,representative,,,,,,,,,playback_connectivity,true,low_evidence,,,,independent_human,true,playback_connectivity,false,none
620373,620373,267244,Wed Nov 22 13:01:15 +0000 2017,"@SpotifyCares hey can you help me about my prob, so i cant pay with my phone provider which is Xl AXIATA. there is an option to use xl axiata to pay, but alwys fail. why?",[],@267244 Hi there! Can you send us a DM with your username or email address? We'll take a look backstage /HR https://t.co/ldFdZRiNAt,representative,,,,,,,,,payments_refunds,true,billing_or_refund,,,,independent_human,true,payments_refunds,false,none
2933223,2933223,811142,Wed Nov 29 08:21:02 +0000 2017,"@SpotifyCares I was randomly logged out, tried to log back in, password didn’t work. Tried to reset password says my accnt doesnt exist????",[],"@811142 Hey Katrina, help's here! Can you DM us your account's email address? We'll take a look backstage /JN https://t.co/ldFdZRiNAt",challenge_sensitive,,,,,,,,,account_access_security,true,account_or_security_action,,,,independent_human,true,account_access_security,true,account_or_security_action
2960660,2960660,817093,Wed Nov 29 19:57:55 +0000 2017,"I know I can't be the only person in the world who is sick of all the remastered albums on @115888. At the very least, offer both versions. Don't just remove the original in favor of the remaster. My favorite punk albums have lost their grit and emotion and I'm pissed. 😡",[],"@817093 Hey there, sorry to hear you feel that way. We’d love to have everything available, but we have some info about content here: https://t.co/1dgftcFtzc /JP",representative,,,,,,,,,content_availability_metadata,false,none,,,,independent_human,true,content_availability_metadata,false,none
519895,519895,239985,Fri Dec 01 23:10:03 +0000 2017,"@SpotifyCares Hey how long should we wait to expect a response for a payment issue? Also, thank u Spotify u rock",[],@239985 Hi! We've just sent you a bit more info over DM. We'll carry on helping out there /JQ,representative,,,,,,,,,payments_refunds,true,billing_or_refund,,,,independent_human,true,payments_refunds,false,none
2763009,2763009,772952,Sun Nov 26 13:14:26 +0000 2017,@SpotifyCares Do you have plans to allow people to buy gift subscriptions for people in other countries? It's crazy that I live in Sweden but can't buy a gift for someone in Ireland.,[],"@772952 Hey! At this time, Spotify gift cards can only be redeemed on accounts registered in the same country where they were purchased, but we can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /NQ",representative,,,,,,,,,plan_management_eligibility,false,none,,,,independent_human,true,plan_management_eligibility,false,none
2813975,2813976,784567,Mon Nov 27 01:53:44 +0000 2017,"@115888 beli hp baru aja trus klo premium trial abis wkwkwkw,,,,tp saya klo dapet trial gratis cuma muter 1 lagu itu itu aja trus wkwkwkw lagunya sirens pearl jam","[{""tweet_id"": ""2813976"", ""author_id"": ""115888"", ""inbound"": true, ""text"": ""Lewati tanpa batas dengan Premium. Dapatkan 3 bulan Premium kini hanya Rp 4.990. https://t.co/qzPhNArKFU""}]","@784567 Hey there! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /FR",challenge_followup,,,,,,,,,playback_connectivity,false,none,,,,independent_human,true,playback_connectivity,false,none
602849,602849,263161,Sun Dec 03 20:54:48 +0000 2017,@115888 where’s my “your top songs 2017” playlist???? Last year you released it on December 2,[],"@263161 Hi Renata! We're afraid we don't have any news on this, but keep your eyes peeled for more info in the coming weeks 👀 /NJ",representative,,,,,,,,,content_availability_metadata,false,none,,,,independent_human,true,content_availability_metadata,false,none
2920775,2920775,808373,Tue Nov 28 21:29:39 +0000 2017,Does anyone know why @115888 isn't working?,[],"@808373 Hey Rebecca! We had a little hiccup backstage, but it should be working now. We're here if you need us /CE",challenge_short,,,,,,,,,app_device_features,true,low_evidence,,,,independent_human,true,playback_connectivity,false,none
2935487,2935487,811597,Wed Nov 29 09:25:29 +0000 2017,"@SpotifyCares hi want to cancel my Spotify, how do I do it as it gets charged to my mobile bill",[],"@811597 Hey Robert, help's here! Can you DM us your account's username or email address? We'll see what we can suggest /LS https://t.co/ldFdZRiNAt",representative,,,,,,,,,plan_management_eligibility,true,billing_or_refund,,,,independent_human,true,plan_management_eligibility,false,none
2831193,2831193,788325,Mon Nov 27 12:39:19 +0000 2017,@115888 @SpotifyCares ASAP,[],@788325 Hi! We've sent a DM your way. We'll carry on helping out there /AY,challenge_short,,,,,,,,,feedback_other,true,low_evidence,,,,independent_human,true,feedback_other,true,ambiguous_or_multi_intent
649933,649933,274511,Wed Nov 22 19:35:59 +0000 2017,demo_02 still isn't on spotify i'm annoyed,[],"@274511 Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /NG",representative,,,,,,,,,content_availability_metadata,false,none,,,,independent_human,true,content_availability_metadata,false,none
2466939,89526,705887,Sun Nov 26 16:47:58 +0000 2017,@705886 @SpotifyCares Nice one broh 😂,"[{""tweet_id"": ""89526"", ""author_id"": ""115888"", ""inbound"": true, ""text"": ""3 bulan Premium hanya Rp 4.990. Putar musik offline di mana saja. https://t.co/xEhrsMJ3NO""}, {""tweet_id"": ""89531"", ""author_id"": ""705886"", ""inbound"": true, ""text"": ""@115888 kamu suka dengerin musik di spotify???? Dengerin offline harus gonta ganti akun tiap minggu????  \n\nYukkkk beli akun premium di akuu\n1 bulan\n3 bulan \n6 bulan \n12 bulan\n\nYuk order boleh tanyw\"" dulu WA 0859-5962-2112""}, {""tweet_id"": ""2466937"", ""author_id"": ""SpotifyCares"", ""inbound"": false, ""text"": ""@705886 Hey! We can help out in English via Twitter, but we also have Indonesian support through email at https://t.co/ZgU70TbP8M /MG""}, {""tweet_id"": ""2466938"", ""author_id"": ""705886"", ""inbound"": true, ""text"": ""@SpotifyCares What""}]",,representative,,,,,,,,,feedback_other,false,none,,,,independent_human,true,feedback_other,false,none
165053,165053,154264,Fri Nov 24 19:08:08 +0000 2017,I’m trying to buy a subscription @115888 so I️ got charged 4 times but still can’t do anything on my app,[],@154264 Hey Issac! We've just replied to your DM. Let's continue chatting there /GT,challenge_sensitive,,,,,,,,,payments_refunds,true,billing_or_refund,,,,independent_human,true,payments_refunds,true,billing_or_refund
466821,466821,226106,Fri Dec 01 03:46:13 +0000 2017,@SpotifyCares can I please get some help,[],@226106 Hi! We've just sent a DM your way. Let's carry on chatting there /RB,challenge_short,,,,,,,,,feedback_other,true,low_evidence,,,,independent_human,true,feedback_other,true,low_evidence
